"period","heske_trtmnt","type","year","month","nind","biomass","energy"
1,"exclosure_1977","other",1977,7,2,325.0695476,518.026504177937
2,"exclosure_1977","other",1977,8,1,162.5347738,259.013252088968
3,"exclosure_1977","other",1977,9,0,0,0
4,"exclosure_1977","other",1977,10,0,0,0
5,"exclosure_1977","other",1977,11,3,0,0
6,"exclosure_1977","other",1977,12,2,0,0
7,"exclosure_1977","other",1978,1,3,162.5347738,259.013252088968
8,"exclosure_1977","other",1978,2,1,0,0
9,"exclosure_1977","other",1978,3,2,232,338.242561909173
10,"exclosure_1977","other",1978,4,2,182,281.945915474252
11,"exclosure_1977","other",1978,5,2,182,281.945915474252
12,"exclosure_1977","other",1978,6,2,0,0
13,"exclosure_1977","other",1978,7,3,305,491.009155651807
14,"exclosure_1977","other",1978,8,2,196,298.060427430412
15,"exclosure_1977","other",1978,9,1,141,232.823385949575
16,"exclosure_1977","other",1978,10,1,162.5347738,259.013252088968
17,"exclosure_1977","other",1978,11,2,0,0
18,"exclosure_1977","other",1978,12,1,0,0
19,"exclosure_1977","other",1979,1,3,0,0
20,"exclosure_1977","other",1979,2,2,0,0
21,"exclosure_1977","other",1979,3,4,0,0
22,"exclosure_1977","other",1979,4,3,0,0
23,"exclosure_1977","other",1979,5,2,0,0
24,"exclosure_1977","other",1979,7,1,0,0
25,"exclosure_1977","other",1979,7,0,0,0
26,"exclosure_1977","other",1979,8,1,0,0
27,"exclosure_1977","other",1979,9,1,0,0
28,"exclosure_1977","other",1979,10,1,0,0
29,"exclosure_1977","other",1979,11,0,0,0
30,"exclosure_1977","other",1980,1,0,0,0
31,"exclosure_1977","other",1980,2,0,0,0
32,"exclosure_1977","other",1980,3,0,0,0
33,"exclosure_1977","other",1980,4,1,0,0
34,"exclosure_1977","other",1980,5,2,0,0
35,"exclosure_1977","other",1980,6,1,150,243.882540674793
36,"exclosure_1977","other",1980,7,3,0,0
37,"exclosure_1977","other",1980,8,2,154,248.744110642271
38,"exclosure_1977","other",1980,9,1,0,0
39,"exclosure_1977","other",1980,10,1,0,0
40,"exclosure_1977","other",1980,11,1,0,0
41,"exclosure_1977","other",1980,12,2,0,0
42,"exclosure_1977","other",1981,1,2,0,0
43,"exclosure_1977","other",1981,1,1,0,0
43,"exclosure_1977","other",1981,2,1,0,0
44,"exclosure_1977","other",1981,3,0,0,0
45,"exclosure_1977","other",1981,5,0,0,0
46,"exclosure_1977","other",1981,6,2,0,0
47,"exclosure_1977","other",1981,7,2,158,253.574210279017
48,"exclosure_1977","other",1981,7,4,174,272.59896501792
49,"exclosure_1977","other",1981,8,3,0,0
50,"exclosure_1977","other",1981,9,2,165,261.954114666805
50,"exclosure_1977","other",1981,10,1,0,0
51,"exclosure_1977","other",1981,10,3,360,558.873275813081
52,"exclosure_1977","other",1981,11,1,157,252.36958043541
53,"exclosure_1977","other",1981,12,0,0,0
53,"exclosure_1977","other",1982,1,1,163,259.569087092598
54,"exclosure_1977","other",1982,1,0,0,0
55,"exclosure_1977","other",1982,2,2,356,552.769544245332
56,"exclosure_1977","other",1982,3,1,103,183.967109573043
57,"exclosure_1977","other",1982,4,3,255,452.998041700211
58,"exclosure_1977","other",1982,5,3,300,487.365923307352
59,"exclosure_1977","other",1982,6,3,468,750.426204749145
60,"exclosure_1977","other",1982,7,0,0,0
61,"exclosure_1977","other",1982,8,2,315,505.137488792868
62,"exclosure_1977","other",1982,9,0,0,0
63,"exclosure_1977","other",1982,11,2,211,336.979236003487
64,"exclosure_1977","other",1983,1,0,0,0
65,"exclosure_1977","other",1983,2,0,0,0
66,"exclosure_1977","other",1983,3,1,36.21052632,83.9920912227517
67,"exclosure_1977","other",1983,4,1,88.46170213,164.126510130875
68,"exclosure_1977","other",1983,5,1,110,193.266588328572
69,"exclosure_1977","other",1983,6,2,267,446.301721376602
70,"exclosure_1977","other",1983,7,1,134,224.099488446291
71,"exclosure_1977","other",1983,8,1,145,237.759713124729
72,"exclosure_1977","other",1983,9,3,285,469.330571299804
73,"exclosure_1977","other",1983,10,3,590,891.321805731037
74,"exclosure_1977","other",1983,11,1,148,241.439627806472
75,"exclosure_1977","other",1983,12,2,292,477.968486088078
76,"exclosure_1977","other",1984,2,3,664,976.155174108642
77,"exclosure_1977","other",1984,3,0,0,0
78,"exclosure_1977","other",1984,4,2,467,679.444259580492
79,"exclosure_1977","other",1984,5,2,366,563.517365108489
80,"exclosure_1977","other",1984,7,3,185,332.341768204256
81,"exclosure_1977","other",1984,7,1,0,0
81,"exclosure_1977","other",1984,8,2,341,534.747176135067
82,"exclosure_1977","other",1984,8,3,427,635.601756502815
83,"exclosure_1977","other",1984,9,3,250,396.507726473391
84,"exclosure_1977","other",1984,10,4,76,192.635526786102
85,"exclosure_1977","other",1984,12,3,32,76.5552096446982
86,"exclosure_1977","other",1985,1,0,0,0
87,"exclosure_1977","other",1985,2,1,141,232.823385949575
88,"exclosure_1977","other",1985,3,1,153,247.531708556524
89,"exclosure_1977","other",1985,5,1,0,0
90,"exclosure_1977","other",1985,6,1,0,0
91,"exclosure_1977","other",1985,7,1,0,0
92,"exclosure_1977","other",1985,8,3,157,252.36958043541
93,"exclosure_1977","other",1985,9,3,192.5347738,331.951144080805
94,"exclosure_1977","other",1985,10,1,0,0
95,"exclosure_1977","other",1985,11,3,180,319.104852774402
96,"exclosure_1977","other",1985,12,4,409,654.558074434161
97,"exclosure_1977","other",1986,3,3,212,360.222664493436
98,"exclosure_1977","other",1986,4,4,278,457.571506679892
99,"exclosure_1977","other",1986,5,1,138,229.098149462921
100,"exclosure_1977","other",1986,6,4,395,659.982419813187
101,"exclosure_1977","other",1986,7,0,0,0
102,"exclosure_1977","other",1986,8,3,0,0
103,"exclosure_1977","other",1986,9,2,172,270.245581240266
104,"exclosure_1977","other",1986,10,2,55,114.91700096632
105,"exclosure_1977","other",1986,11,2,0,0
106,"exclosure_1977","other",1986,12,1,177,276.116408733003
107,"exclosure_1977","other",1987,1,0,0,0
107,"exclosure_1977","other",1987,2,0,0,0
108,"exclosure_1977","other",1987,3,1,176,274.945595738535
109,"exclosure_1977","other",1987,4,1,199,301.47553442278
110,"exclosure_1977","other",1987,4,2,69,136.222574687631
111,"exclosure_1977","other",1987,5,2,275.75221239,451.01516486937
112,"exclosure_1977","other",1987,6,0,0,0
112,"exclosure_1977","other",1987,7,0,0,0
113,"exclosure_1977","other",1987,7,1,79,150.776127522502
114,"exclosure_1977","other",1987,8,2,228,393.224972330289
115,"exclosure_1977","other",1987,9,4,498,788.490039972557
116,"exclosure_1977","other",1987,10,2,180,279.618978758663
117,"exclosure_1977","other",1987,11,3,537,834.948133064562
118,"exclosure_1977","other",1988,1,2,407,613.106365773756
119,"exclosure_1977","other",1988,2,4,293,527.785530600267
120,"exclosure_1977","other",1988,3,4,368,628.713211164581
121,"exclosure_1977","other",1988,4,2,175,324.608010159021
122,"exclosure_1977","other",1988,5,3,288,522.278317167477
123,"exclosure_1977","other",1988,6,4,293,538.591758006666
124,"exclosure_1977","other",1988,7,3,403,667.120136833631
125,"exclosure_1977","other",1988,8,4,403,663.027170355253
126,"exclosure_1977","other",1988,9,2,0,0
127,"exclosure_1977","other",1988,10,3,143,279.350480879001
128,"exclosure_1977","other",1988,11,5,262,543.745791533078
129,"exclosure_1977","other",1988,12,3,422,690.169393175585
130,"exclosure_1977","other",1989,1,4,536,878.533142016321
131,"exclosure_1977","other",1989,2,4,528,867.891051013505
132,"exclosure_1977","other",1989,3,6,575,1013.270441915
133,"exclosure_1977","other",1989,4,4,481,817.25862290234
134,"exclosure_1977","other",1989,5,8,892,1522.81107601566
135,"exclosure_1977","other",1989,6,7,613,1128.60428904014
136,"exclosure_1977","other",1989,7,7,697,1228.59389419954
137,"exclosure_1977","other",1989,7,3,138,295.595870268679
138,"exclosure_1977","other",1989,9,6,547,926.867308516717
139,"exclosure_1977","other",1989,10,4,248,461.713595502583
140,"exclosure_1977","other",1989,11,4,225.5347738,412.302939798293
141,"exclosure_1977","other",1989,12,4,408,680.814038354296
142,"exclosure_1977","other",1990,1,3,162,339.616956269271
143,"exclosure_1977","other",1990,1,2,96,207.492531639527
144,"exclosure_1977","other",1990,2,2,147,285.455646477033
145,"exclosure_1977","other",1990,3,3,402,653.155118253789
146,"exclosure_1977","other",1990,4,3,92,183.772591927646
147,"exclosure_1977","other",1990,5,5,227,452.554224046554
148,"exclosure_1977","other",1990,6,3,61,138.834788598934
149,"exclosure_1977","other",1990,7,1,0,0
150,"exclosure_1977","other",1990,8,2,9,29.5661072852007
151,"exclosure_1977","other",1990,9,1,0,0
152,"exclosure_1977","other",1990,10,1,8,27.0663539374619
153,"exclosure_1977","other",1990,11,0,0,0
154,"exclosure_1977","other",1990,12,2,16,54.1327078749239
155,"exclosure_1977","other",1991,1,1,9,29.5661072852007
1,"exclosure_1988","other",1977,7,1,88.46170213,164.126510130875
2,"exclosure_1988","other",1977,8,1,162.5347738,259.013252088968
3,"exclosure_1988","other",1977,9,0,0,0
4,"exclosure_1988","other",1977,10,2,325.0695476,518.026504177937
5,"exclosure_1988","other",1977,11,1,162.5347738,259.013252088968
6,"exclosure_1988","other",1977,12,0,0,0
7,"exclosure_1988","other",1978,1,1,162.5347738,259.013252088968
8,"exclosure_1988","other",1978,2,1,228,333.859240945724
9,"exclosure_1988","other",1978,3,1,0,0
10,"exclosure_1988","other",1978,4,2,225,330.559128598803
11,"exclosure_1988","other",1978,5,1,174,272.59896501792
12,"exclosure_1988","other",1978,6,1,232,338.242561909173
13,"exclosure_1988","other",1978,7,0,0,0
14,"exclosure_1988","other",1978,8,1,179,278.453088719058
15,"exclosure_1988","other",1978,9,1,181,280.783250621175
16,"exclosure_1988","other",1978,10,1,162.5347738,259.013252088968
17,"exclosure_1988","other",1978,11,0,0,0
18,"exclosure_1988","other",1978,12,1,181,280.783250621175
19,"exclosure_1988","other",1979,1,1,0,0
20,"exclosure_1988","other",1979,2,0,0,0
21,"exclosure_1988","other",1979,3,1,0,0
22,"exclosure_1988","other",1979,4,2,126,213.988372268528
23,"exclosure_1988","other",1979,5,2,40,90.5018089336904
24,"exclosure_1988","other",1979,7,1,94,171.774287809203
25,"exclosure_1988","other",1979,7,1,116,201.120230609569
26,"exclosure_1988","other",1979,8,1,136,226.603413493298
27,"exclosure_1988","other",1979,9,2,152,246.317323786337
28,"exclosure_1988","other",1979,10,1,171,269.066326336279
29,"exclosure_1988","other",1979,11,0,0,0
30,"exclosure_1988","other",1980,1,0,0,0
31,"exclosure_1988","other",1980,2,0,0,0
32,"exclosure_1988","other",1980,3,0,0,0
33,"exclosure_1988","other",1980,4,1,110,193.266588328572
34,"exclosure_1988","other",1980,5,3,355,597.637127767622
35,"exclosure_1988","other",1980,6,2,450,660.804465844971
36,"exclosure_1988","other",1980,7,2,207,310.520320317005
37,"exclosure_1988","other",1980,8,1,0,0
38,"exclosure_1988","other",1980,9,1,205,308.267444499062
39,"exclosure_1988","other",1980,10,1,212,316.12887228693
40,"exclosure_1988","other",1980,11,2,315,503.775163374516
41,"exclosure_1988","other",1980,12,2,309,496.339995028097
42,"exclosure_1988","other",1981,1,1,118,203.715358184933
43,"exclosure_1988","other",1981,1,2,353,548.168301519014
43,"exclosure_1988","other",1981,2,0,0,0
44,"exclosure_1988","other",1981,3,1,223,328.352943374228
45,"exclosure_1988","other",1981,5,1,56,116.480516210362
46,"exclosure_1988","other",1981,6,2,228,396.795455826068
47,"exclosure_1988","other",1981,7,1,76,146.461156997571
48,"exclosure_1988","other",1981,7,0,0,0
49,"exclosure_1988","other",1981,8,0,0,0
50,"exclosure_1988","other",1981,9,0,0,0
50,"exclosure_1988","other",1981,10,0,0,0
51,"exclosure_1988","other",1981,10,1,177,276.116408733003
52,"exclosure_1988","other",1981,11,2,397,601.150771360627
53,"exclosure_1988","other",1981,12,1,212,316.12887228693
53,"exclosure_1988","other",1982,1,1,152,246.317323786337
54,"exclosure_1988","other",1982,1,1,195,296.919161146276
55,"exclosure_1988","other",1982,2,2,188,343.417228209045
56,"exclosure_1988","other",1982,3,1,164,260.762509814053
57,"exclosure_1988","other",1982,4,0,0,0
58,"exclosure_1988","other",1982,5,2,304,492.346372348495
59,"exclosure_1988","other",1982,6,3,401,666.524731708688
60,"exclosure_1988","other",1982,7,6,783,1302.94018132435
61,"exclosure_1988","other",1982,8,4,596.5347738,969.367511552639
62,"exclosure_1988","other",1982,9,1,184,284.266468135325
63,"exclosure_1988","other",1982,11,2,303,491.273635888982
64,"exclosure_1988","other",1983,1,0,0,0
65,"exclosure_1988","other",1983,2,1,235,341.517657623666
66,"exclosure_1988","other",1983,3,0,0,0
67,"exclosure_1988","other",1983,4,0,0,0
68,"exclosure_1988","other",1983,5,2,267,446.221170622657
69,"exclosure_1988","other",1983,6,4,460,778.909623402419
70,"exclosure_1988","other",1983,7,2,290,473.960939425198
71,"exclosure_1988","other",1983,8,5,734.5347738,1198.18447438243
72,"exclosure_1988","other",1983,9,7,1175,1850.5427737847
73,"exclosure_1988","other",1983,10,3,578,878.49672009307
74,"exclosure_1988","other",1983,11,1,169,266.702627846071
75,"exclosure_1988","other",1983,12,2,350,547.531150434495
76,"exclosure_1988","other",1984,2,0,0,0
77,"exclosure_1988","other",1984,3,0,0,0
78,"exclosure_1988","other",1984,4,1,58,119.586804605943
79,"exclosure_1988","other",1984,5,3,224,390.837665977983
80,"exclosure_1988","other",1984,7,1,116,201.120230609569
81,"exclosure_1988","other",1984,7,3,389,653.49906512856
81,"exclosure_1988","other",1984,8,0,0,0
82,"exclosure_1988","other",1984,8,3,252,427.243223134344
83,"exclosure_1988","other",1984,9,2,274,455.4759329959
84,"exclosure_1988","other",1984,10,1,135,225.352610205948
85,"exclosure_1988","other",1984,12,0,0,0
86,"exclosure_1988","other",1985,1,0,0,0
87,"exclosure_1988","other",1985,2,0,0,0
88,"exclosure_1988","other",1985,3,0,0,0
89,"exclosure_1988","other",1985,5,2,136,226.603413493298
90,"exclosure_1988","other",1985,6,0,0,0
91,"exclosure_1988","other",1985,7,2,236,407.296187422345
92,"exclosure_1988","other",1985,8,4,595.0695476,968.694621874145
93,"exclosure_1988","other",1985,9,1,162,258.373832550856
94,"exclosure_1988","other",1985,10,0,0,0
95,"exclosure_1988","other",1985,11,0,0,0
96,"exclosure_1988","other",1985,12,0,0,0
97,"exclosure_1988","other",1986,3,0,0,0
98,"exclosure_1988","other",1986,4,0,0,0
99,"exclosure_1988","other",1986,5,2,337,528.518670094384
100,"exclosure_1988","other",1986,6,2,282,453.102201604684
101,"exclosure_1988","other",1986,7,3,396,600.308921273869
102,"exclosure_1988","other",1986,8,0,0,0
103,"exclosure_1988","other",1986,9,1,196,298.060427430412
104,"exclosure_1988","other",1986,10,3,539,837.671558844777
105,"exclosure_1988","other",1986,11,1,167,264.331925625704
106,"exclosure_1988","other",1986,12,1,216,320.591925382212
107,"exclosure_1988","other",1987,1,0,0,0
107,"exclosure_1988","other",1987,2,0,0,0
108,"exclosure_1988","other",1987,3,2,319,506.95742568406
109,"exclosure_1988","other",1987,4,1,128,216.530831499695
110,"exclosure_1988","other",1987,4,1,148,241.439627806472
111,"exclosure_1988","other",1987,5,2,335,524.852840625622
112,"exclosure_1988","other",1987,6,3,257,479.485985529912
112,"exclosure_1988","other",1987,7,0,0,0
113,"exclosure_1988","other",1987,7,1,128,216.530831499695
114,"exclosure_1988","other",1987,8,3,498,788.526783025549
115,"exclosure_1988","other",1987,9,4,594,959.446734662173
116,"exclosure_1988","other",1987,10,6,993,1572.21919493648
117,"exclosure_1988","other",1987,11,3,470,754.659528479267
118,"exclosure_1988","other",1988,1,1,162,258.373832550856
119,"exclosure_1988","other",1988,2,2,325,516.543287859757
120,"exclosure_1988","other",1988,3,2,192,293.486539779646
121,"exclosure_1988","other",1988,4,1,166,263.143915412327
122,"exclosure_1988","other",1988,5,2,165,261.954114666805
123,"exclosure_1988","other",1988,6,2,317,506.327732252794
124,"exclosure_1988","other",1988,7,1,173,271.423123345174
125,"exclosure_1988","other",1988,8,3,500,788.055519852586
126,"exclosure_1988","other",1988,9,3,589,894.935259324342
127,"exclosure_1988","other",1988,10,3,406,675.315578527523
128,"exclosure_1988","other",1988,11,3,413,683.838163579078
129,"exclosure_1988","other",1988,12,3,189.5347738,339.150923022308
130,"exclosure_1988","other",1989,1,4,194,366.42735701641
131,"exclosure_1988","other",1989,2,4,194,366.42735701641
132,"exclosure_1988","other",1989,3,2,30,86.7020814442282
133,"exclosure_1988","other",1989,4,4,226,401.200284082692
134,"exclosure_1988","other",1989,5,3,200,347.069219625445
135,"exclosure_1988","other",1989,6,4,210,378.019189532194
136,"exclosure_1988","other",1989,7,4,164,323.215890251869
137,"exclosure_1988","other",1989,7,2,220,385.069831896419
138,"exclosure_1988","other",1989,9,1,0,0
139,"exclosure_1988","other",1989,10,1,92,169.025853231611
140,"exclosure_1988","other",1989,11,1,128,216.530831499695
141,"exclosure_1988","other",1989,12,1,14,41.1820814442282
142,"exclosure_1988","other",1990,1,1,14,41.1820814442282
143,"exclosure_1988","other",1990,1,2,25,75.6414069615669
144,"exclosure_1988","other",1990,2,0,0,0
145,"exclosure_1988","other",1990,3,2,125,236.635718383569
146,"exclosure_1988","other",1990,4,1,0,0
147,"exclosure_1988","other",1990,5,2,229,395.98484866682
148,"exclosure_1988","other",1990,6,1,139,230.342123685968
149,"exclosure_1988","other",1990,7,1,66,131.755944330015
150,"exclosure_1988","other",1990,8,1,98,177.227790500499
151,"exclosure_1988","other",1990,9,2,180,279.618978758663
152,"exclosure_1988","other",1990,10,0,0,0
153,"exclosure_1988","other",1990,11,1,160,255.977771226647
154,"exclosure_1988","other",1990,12,0,0,0
155,"exclosure_1988","other",1991,1,1,188,288.888765703038
1,"control","other",1977,7,0,0,0
2,"control","other",1977,8,1,162.5347738,259.013252088968
3,"control","other",1977,9,2,325.0695476,518.026504177937
4,"control","other",1977,10,2,325.0695476,518.026504177937
5,"control","other",1977,11,3,487.6043214,777.039756266905
6,"control","other",1977,12,3,487.6043214,777.039756266905
7,"control","other",1978,1,3,487.6043214,777.039756266905
8,"control","other",1978,2,1,197,299.200238938645
9,"control","other",1978,3,1,0,0
10,"control","other",1978,4,0,0,0
11,"control","other",1978,5,0,0,0
12,"control","other",1978,6,0,0,0
13,"control","other",1978,7,1,113,197.206442630021
14,"control","other",1978,8,1,189,290.040482896577
15,"control","other",1978,9,3,465,747.330051360527
16,"control","other",1978,10,3,487.6043214,777.039756266905
17,"control","other",1978,11,1,153,247.531708556524
18,"control","other",1978,12,2,392,595.055571220299
19,"control","other",1979,1,0,0,0
20,"control","other",1979,2,0,0,0
21,"control","other",1979,3,0,0,0
22,"control","other",1979,4,2,325,506.557230508177
23,"control","other",1979,5,3,208,410.097433438878
24,"control","other",1979,7,0,0,0
25,"control","other",1979,7,1,151,245.100940013089
26,"control","other",1979,8,1,72,140.640900585978
27,"control","other",1979,9,0,0,0
28,"control","other",1979,10,2,303,484.035684352214
29,"control","other",1979,11,2,326,513.651807307707
30,"control","other",1980,1,3,448,723.176410302169
31,"control","other",1980,2,1,147,240.215079887395
32,"control","other",1980,3,1,97,175.869717951792
33,"control","other",1980,4,0,0,0
34,"control","other",1980,5,2,287,467.268273397076
35,"control","other",1980,6,0,0,0
36,"control","other",1980,7,1,80,152.205293412634
37,"control","other",1980,8,2,256,427.889431584181
38,"control","other",1980,9,2,315,505.5414459026
39,"control","other",1980,10,1,200,302.61103653617
40,"control","other",1980,11,1,193,294.632226815801
41,"control","other",1980,12,2,305,491.160713506146
42,"control","other",1981,1,1,199,301.47553442278
43,"control","other",1981,1,1,195,296.919161146276
43,"control","other",1981,2,0,0,0
44,"control","other",1981,3,0,0,0
45,"control","other",1981,5,0,0,0
46,"control","other",1981,6,3,263,489.01993853041
47,"control","other",1981,7,0,0,0
48,"control","other",1981,7,0,0,0
49,"control","other",1981,8,2,345,541.668704585439
50,"control","other",1981,9,2,315,505.932317350615
50,"control","other",1981,10,0,0,0
51,"control","other",1981,10,3,554,852.261070609932
52,"control","other",1981,11,3,619,925.945438003066
53,"control","other",1981,12,2,263,436.08528699767
53,"control","other",1982,1,0,0,0
54,"control","other",1982,1,4,557,857.25514917295
55,"control","other",1982,2,2,424,631.998986241054
56,"control","other",1982,3,1,212,316.12887228693
57,"control","other",1982,4,1,217,321.704448835697
58,"control","other",1982,5,3,460,730.481373325224
59,"control","other",1982,6,2,135,266.649354210486
60,"control","other",1982,7,1,123,210.155664294767
61,"control","other",1982,8,0,0,0
62,"control","other",1982,9,1,189,290.040482896577
63,"control","other",1982,11,3,515.5347738,804.246267897566
64,"control","other",1983,1,2,447,657.512962416581
65,"control","other",1983,2,0,0,0
66,"control","other",1983,3,0,0,0
67,"control","other",1983,4,2,219,384.487651937922
68,"control","other",1983,5,1,142,234.060713554663
69,"control","other",1983,6,0,0,0
70,"control","other",1983,7,2,266,442.745949199754
71,"control","other",1983,8,4,613,986.897167672022
72,"control","other",1983,9,3,484,772.448268757722
73,"control","other",1983,10,2,165,261.954114666805
74,"control","other",1983,11,1,171,269.066326336279
75,"control","other",1983,12,2,332,526.259178654311
76,"control","other",1984,2,0,0,0
77,"control","other",1984,3,0,0,0
78,"control","other",1984,4,1,95,173.143012844186
79,"control","other",1984,5,2,255,431.786704125253
80,"control","other",1984,7,3,460,738.295655835673
81,"control","other",1984,7,2,271,451.928326236923
81,"control","other",1984,8,1,140,231.583862534442
82,"control","other",1984,8,3,297,520.432449397625
83,"control","other",1984,9,1,146,238.988447613837
84,"control","other",1984,10,0,0,0
85,"control","other",1984,12,0,0,0
86,"control","other",1985,1,0,0,0
87,"control","other",1985,2,0,0,0
88,"control","other",1985,3,0,0,0
89,"control","other",1985,5,0,0,0
90,"control","other",1985,6,2,349,546.250899759907
91,"control","other",1985,7,1,170,267.885346103455
92,"control","other",1985,8,2,282,462.064671588119
93,"control","other",1985,9,1,155,249.954546123968
94,"control","other",1985,10,2,297,482.294361593639
95,"control","other",1985,11,2,321,511.28487163637
96,"control","other",1985,12,0,0,0
97,"control","other",1986,3,2,358,556.774111806493
98,"control","other",1986,4,1,180,279.618978758663
99,"control","other",1986,5,4,574,932.760258122192
100,"control","other",1986,6,2,368,568.531361946106
101,"control","other",1986,7,3,435,710.194696779349
102,"control","other",1986,8,3,465,745.166867860931
103,"control","other",1986,9,0,0,0
104,"control","other",1986,10,1,94,171.774287809203
105,"control","other",1986,11,0,0,0
106,"control","other",1986,12,2,414,621.028410970804
107,"control","other",1987,1,4,503,842.247697659714
107,"control","other",1987,2,0,0,0
108,"control","other",1987,3,0,0,0
109,"control","other",1987,4,2,406,611.949890715155
110,"control","other",1987,4,2,445,655.436957982094
111,"control","other",1987,5,1,150,243.882540674793
112,"control","other",1987,6,0,0,0
112,"control","other",1987,7,0,0,0
113,"control","other",1987,7,3,441,708.056905241637
114,"control","other",1987,8,2,282,464.673344682376
115,"control","other",1987,9,4,581,929.694425751301
116,"control","other",1987,10,2,270,435.715676892873
117,"control","other",1987,11,2,407,611.386405202947
118,"control","other",1988,1,1,51,108.590016337657
119,"control","other",1988,2,3,358.5347738,605.362981551354
120,"control","other",1988,3,1,232,338.242561909173
121,"control","other",1988,4,3,295,521.737545254967
122,"control","other",1988,5,2,368,568.476246848038
123,"control","other",1988,6,5,666,1105.61434303987
124,"control","other",1988,7,3,360,616.958385679634
125,"control","other",1988,8,1,188,288.888765703038
126,"control","other",1988,9,1,94,171.774287809203
127,"control","other",1988,10,1,162.5347738,259.013252088968
128,"control","other",1988,11,1,33,78.3425532205783
129,"control","other",1988,12,4,262,475.840884272286
130,"control","other",1989,1,3,253.5347738,450.840700500147
131,"control","other",1989,2,3,195,373.603077902913
132,"control","other",1989,3,4,543,886.714157616043
133,"control","other",1989,4,3,231,419.588053069514
134,"control","other",1989,5,2,251.5347738,423.888237975647
135,"control","other",1989,6,4,299,554.016313116546
136,"control","other",1989,7,4,202,403.708508726051
137,"control","other",1989,7,1,151,245.100940013089
138,"control","other",1989,9,0,0,0
139,"control","other",1989,10,2,223,372.510702585047
140,"control","other",1989,11,3,253,439.33155081772
141,"control","other",1989,12,3,144,300.557048672031
142,"control","other",1990,1,3,154,324.098633705487
143,"control","other",1990,1,2,245,402.963400171226
144,"control","other",1990,2,4,359,636.795171805887
145,"control","other",1990,3,2,110,229.769850577423
146,"control","other",1990,4,3,223,424.356885446554
147,"control","other",1990,5,0,0,0
148,"control","other",1990,6,0,0,0
149,"control","other",1990,7,0,0,0
150,"control","other",1990,8,0,0,0
151,"control","other",1990,9,1,145,237.759713124729
152,"control","other",1990,10,1,138,229.098149462921
153,"control","other",1990,11,0,0,0
154,"control","other",1990,12,0,0,0
155,"control","other",1991,1,0,0,0
1,"exclosure_1977","dipo",1977,7,11,555.1997261,1170.44120795672
2,"exclosure_1977","dipo",1977,8,13,675.80357648,1398.31237771551
3,"exclosure_1977","dipo",1977,9,11,772.34632445,1479.321034945
4,"exclosure_1977","dipo",1977,10,10,407,914.366980490245
5,"exclosure_1977","dipo",1977,11,0,0,0
6,"exclosure_1977","dipo",1977,12,0,0,0
7,"exclosure_1977","dipo",1978,1,0,0,0
8,"exclosure_1977","dipo",1978,2,3,139,302.871241651701
9,"exclosure_1977","dipo",1978,3,5,231,504.097881722782
10,"exclosure_1977","dipo",1978,4,1,47,102.137602618615
11,"exclosure_1977","dipo",1978,5,1,41,92.1934694843704
12,"exclosure_1977","dipo",1978,6,0,0,0
13,"exclosure_1977","dipo",1978,7,0,0,0
14,"exclosure_1977","dipo",1978,8,0,0,0
15,"exclosure_1977","dipo",1978,9,1,43.52721657,96.4235104463235
16,"exclosure_1977","dipo",1978,10,0,0,0
17,"exclosure_1977","dipo",1978,11,0,0,0
18,"exclosure_1977","dipo",1978,12,0,0,0
19,"exclosure_1977","dipo",1979,1,0,0,0
20,"exclosure_1977","dipo",1979,2,0,0,0
21,"exclosure_1977","dipo",1979,3,0,0,0
22,"exclosure_1977","dipo",1979,4,0,0,0
23,"exclosure_1977","dipo",1979,5,0,0,0
24,"exclosure_1977","dipo",1979,7,0,0,0
25,"exclosure_1977","dipo",1979,7,0,0,0
26,"exclosure_1977","dipo",1979,8,0,0,0
27,"exclosure_1977","dipo",1979,9,0,0,0
28,"exclosure_1977","dipo",1979,10,0,0,0
29,"exclosure_1977","dipo",1979,11,0,0,0
30,"exclosure_1977","dipo",1980,1,0,0,0
31,"exclosure_1977","dipo",1980,2,0,0,0
32,"exclosure_1977","dipo",1980,3,1,45,98.8602380143538
33,"exclosure_1977","dipo",1980,4,0,0,0
34,"exclosure_1977","dipo",1980,5,0,0,0
35,"exclosure_1977","dipo",1980,6,0,0,0
36,"exclosure_1977","dipo",1980,7,0,0,0
37,"exclosure_1977","dipo",1980,8,0,0,0
38,"exclosure_1977","dipo",1980,9,0,0,0
39,"exclosure_1977","dipo",1980,10,0,0,0
40,"exclosure_1977","dipo",1980,11,0,0,0
41,"exclosure_1977","dipo",1980,12,0,0,0
42,"exclosure_1977","dipo",1981,1,0,0,0
