"period","type","plot","nind","biomass","energy","plot_type"
99,"grasshopper",2,0,0,0,"second_control"
100,"grasshopper",2,0,0,0,"second_control"
101,"grasshopper",2,0,0,0,"second_control"
102,"grasshopper",2,0,0,0,"second_control"
103,"grasshopper",2,0,0,0,"second_control"
104,"grasshopper",2,0,0,0,"second_control"
105,"grasshopper",2,0,0,0,"second_control"
106,"grasshopper",2,1,29,71.1067394489141,"second_control"
107,"grasshopper",2,1,32,76.5552096446982,"second_control"
108,"grasshopper",2,3,90,218.676595415713,"second_control"
109,"grasshopper",2,1,32,76.5552096446982,"second_control"
110,"grasshopper",2,0,0,0,"second_control"
111,"grasshopper",2,1,30,72.9378919918372,"second_control"
112,"grasshopper",2,2,61,147.661949093612,"second_control"
113,"grasshopper",2,0,0,0,"second_control"
114,"grasshopper",2,1,25,63.616133959869,"second_control"
115,"grasshopper",2,1,24,61.6979448064802,"second_control"
116,"grasshopper",2,2,47,121.457608314437,"second_control"
117,"grasshopper",2,0,0,0,"second_control"
118,"grasshopper",2,2,67,158.458958381143,"second_control"
119,"grasshopper",2,1,34,80.1164051605652,"second_control"
120,"grasshopper",2,1,26,65.5152311109777,"second_control"
121,"grasshopper",2,1,27,67.3961502032971,"second_control"
122,"grasshopper",2,1,30,72.9378919918372,"second_control"
123,"grasshopper",2,0,0,0,"second_control"
124,"grasshopper",2,1,38,87.0863249865208,"second_control"
125,"grasshopper",2,0,0,0,"second_control"
126,"grasshopper",2,1,21,55.8183169587426,"second_control"
127,"grasshopper",2,0,0,0,"second_control"
128,"grasshopper",2,3,83,205.083188133055,"second_control"
129,"grasshopper",2,0,0,0,"second_control"
130,"grasshopper",2,1,42,93.8748452722046,"second_control"
131,"grasshopper",2,2,65,153.891414290851,"second_control"
132,"grasshopper",2,2,76,173.99125043277,"second_control"
133,"grasshopper",2,1,36,83.6255798186177,"second_control"
134,"grasshopper",2,0,0,0,"second_control"
135,"grasshopper",2,0,0,0,"second_control"
136,"grasshopper",2,0,0,0,"second_control"
137,"grasshopper",2,1,22,57.8001914615828,"second_control"
138,"grasshopper",2,0,0,0,"second_control"
139,"grasshopper",2,0,0,0,"second_control"
140,"grasshopper",2,2,45,117.55985496954,"second_control"
141,"grasshopper",2,1,22,57.8001914615828,"second_control"
142,"grasshopper",2,1,23,59.7596635079572,"second_control"
143,"grasshopper",2,0,0,0,"second_control"
144,"grasshopper",2,0,0,0,"second_control"
145,"grasshopper",2,0,0,0,"second_control"
146,"grasshopper",2,0,0,0,"second_control"
147,"grasshopper",2,1,25,63.616133959869,"second_control"
148,"grasshopper",2,0,0,0,"second_control"
149,"grasshopper",2,0,0,0,"second_control"
150,"grasshopper",2,0,0,0,"second_control"
151,"grasshopper",2,0,0,0,"second_control"
152,"grasshopper",2,1,24,61.6979448064802,"second_control"
153,"grasshopper",2,2,42,111.612889013864,"second_control"
154,"grasshopper",2,2,48,123.31542257256,"second_control"
155,"grasshopper",2,2,47,121.416325421452,"second_control"
1,"dipo",3,3,206.98199354,399.053124386136,"orig_exclosure"
2,"dipo",3,2,159.9275604,296.707912427179,"orig_exclosure"
3,"dipo",3,2,163.45477697,302.629613939812,"orig_exclosure"
4,"dipo",3,4,153,348.885097548584,"orig_exclosure"
5,"dipo",3,0,0,0,"orig_exclosure"
6,"dipo",3,0,0,0,"orig_exclosure"
7,"dipo",3,0,0,0,"orig_exclosure"
8,"dipo",3,0,0,0,"orig_exclosure"
9,"dipo",3,0,0,0,"orig_exclosure"
10,"dipo",3,0,0,0,"orig_exclosure"
11,"dipo",3,0,0,0,"orig_exclosure"
12,"dipo",3,0,0,0,"orig_exclosure"
13,"dipo",3,0,0,0,"orig_exclosure"
14,"dipo",3,0,0,0,"orig_exclosure"
15,"dipo",3,1,43.52721657,96.4235104463235,"orig_exclosure"
16,"dipo",3,0,0,0,"orig_exclosure"
17,"dipo",3,0,0,0,"orig_exclosure"
18,"dipo",3,0,0,0,"orig_exclosure"
19,"dipo",3,0,0,0,"orig_exclosure"
20,"dipo",3,0,0,0,"orig_exclosure"
21,"dipo",3,0,0,0,"orig_exclosure"
22,"dipo",3,0,0,0,"orig_exclosure"
23,"dipo",3,0,0,0,"orig_exclosure"
24,"dipo",3,0,0,0,"orig_exclosure"
25,"dipo",3,0,0,0,"orig_exclosure"
26,"dipo",3,0,0,0,"orig_exclosure"
27,"dipo",3,0,0,0,"orig_exclosure"
28,"dipo",3,0,0,0,"orig_exclosure"
29,"dipo",3,0,0,0,"orig_exclosure"
30,"dipo",3,0,0,0,"orig_exclosure"
31,"dipo",3,0,0,0,"orig_exclosure"
32,"dipo",3,0,0,0,"orig_exclosure"
33,"dipo",3,0,0,0,"orig_exclosure"
34,"dipo",3,0,0,0,"orig_exclosure"
35,"dipo",3,0,0,0,"orig_exclosure"
36,"dipo",3,0,0,0,"orig_exclosure"
37,"dipo",3,0,0,0,"orig_exclosure"
38,"dipo",3,0,0,0,"orig_exclosure"
39,"dipo",3,0,0,0,"orig_exclosure"
40,"dipo",3,0,0,0,"orig_exclosure"
41,"dipo",3,0,0,0,"orig_exclosure"
42,"dipo",3,0,0,0,"orig_exclosure"
43,"dipo",3,0,0,0,"orig_exclosure"
44,"dipo",3,0,0,0,"orig_exclosure"
45,"dipo",3,0,0,0,"orig_exclosure"
46,"dipo",3,0,0,0,"orig_exclosure"
47,"dipo",3,0,0,0,"orig_exclosure"
48,"dipo",3,0,0,0,"orig_exclosure"
49,"dipo",3,0,0,0,"orig_exclosure"
50,"dipo",3,0,0,0,"orig_exclosure"
51,"dipo",3,0,0,0,"orig_exclosure"
52,"dipo",3,0,0,0,"orig_exclosure"
53,"dipo",3,0,0,0,"orig_exclosure"
54,"dipo",3,0,0,0,"orig_exclosure"
55,"dipo",3,0,0,0,"orig_exclosure"
56,"dipo",3,0,0,0,"orig_exclosure"
57,"dipo",3,0,0,0,"orig_exclosure"
58,"dipo",3,0,0,0,"orig_exclosure"
59,"dipo",3,0,0,0,"orig_exclosure"
60,"dipo",3,0,0,0,"orig_exclosure"
61,"dipo",3,0,0,0,"orig_exclosure"
62,"dipo",3,0,0,0,"orig_exclosure"
63,"dipo",3,0,0,0,"orig_exclosure"
64,"dipo",3,6,262,579.667633352355,"orig_exclosure"
65,"dipo",3,0,0,0,"orig_exclosure"
66,"dipo",3,1,48,103.763161232581,"orig_exclosure"
67,"dipo",3,0,0,0,"orig_exclosure"
68,"dipo",3,1,46,100.503373641219,"orig_exclosure"
69,"dipo",3,0,0,0,"orig_exclosure"
70,"dipo",3,0,0,0,"orig_exclosure"
71,"dipo",3,0,0,0,"orig_exclosure"
72,"dipo",3,0,0,0,"orig_exclosure"
73,"dipo",3,1,42,93.8748452722046,"orig_exclosure"
74,"dipo",3,1,46,100.503373641219,"orig_exclosure"
75,"dipo",3,0,0,0,"orig_exclosure"
76,"dipo",3,1,37,85.3617990345562,"orig_exclosure"
77,"dipo",3,0,0,0,"orig_exclosure"
78,"dipo",3,0,0,0,"orig_exclosure"
79,"dipo",3,0,0,0,"orig_exclosure"
80,"dipo",3,0,0,0,"orig_exclosure"
81,"dipo",3,0,0,0,"orig_exclosure"
82,"dipo",3,0,0,0,"orig_exclosure"
83,"dipo",3,2,69,161.993664966304,"orig_exclosure"
84,"dipo",3,0,0,0,"orig_exclosure"
85,"dipo",3,0,0,0,"orig_exclosure"
86,"dipo",3,1,42,93.8748452722046,"orig_exclosure"
87,"dipo",3,1,44,97.2079476020466,"orig_exclosure"
88,"dipo",3,1,48,103.763161232581,"orig_exclosure"
89,"dipo",3,1,42,93.8748452722046,"orig_exclosure"
90,"dipo",3,1,47,102.137602618615,"orig_exclosure"
91,"dipo",3,3,83,204.602586751744,"orig_exclosure"
92,"dipo",3,1,49,105.380274719703,"orig_exclosure"
93,"dipo",3,1,46,100.503373641219,"orig_exclosure"
94,"dipo",3,3,111,255.248021908011,"orig_exclosure"
95,"dipo",3,0,0,0,"orig_exclosure"
96,"dipo",3,0,0,0,"orig_exclosure"
97,"dipo",3,0,0,0,"orig_exclosure"
98,"dipo",3,0,0,0,"orig_exclosure"
99,"dipo",3,0,0,0,"orig_exclosure"
100,"dipo",3,0,0,0,"orig_exclosure"
101,"dipo",3,0,0,0,"orig_exclosure"
102,"dipo",3,0,0,0,"orig_exclosure"
103,"dipo",3,0,0,0,"orig_exclosure"
104,"dipo",3,0,0,0,"orig_exclosure"
105,"dipo",3,0,0,0,"orig_exclosure"
106,"dipo",3,0,0,0,"orig_exclosure"
107,"dipo",3,0,0,0,"orig_exclosure"
108,"dipo",3,0,0,0,"orig_exclosure"
109,"dipo",3,0,0,0,"orig_exclosure"
110,"dipo",3,0,0,0,"orig_exclosure"
111,"dipo",3,0,0,0,"orig_exclosure"
112,"dipo",3,0,0,0,"orig_exclosure"
113,"dipo",3,0,0,0,"orig_exclosure"
114,"dipo",3,0,0,0,"orig_exclosure"
115,"dipo",3,0,0,0,"orig_exclosure"
116,"dipo",3,0,0,0,"orig_exclosure"
117,"dipo",3,1,41,92.1934694843704,"orig_exclosure"
118,"dipo",3,1,40,90.5018089336904,"orig_exclosure"
119,"dipo",3,1,39,88.7995411482622,"orig_exclosure"
120,"dipo",3,2,81,182.674386420467,"orig_exclosure"
121,"dipo",3,0,0,0,"orig_exclosure"
122,"dipo",3,0,0,0,"orig_exclosure"
123,"dipo",3,0,0,0,"orig_exclosure"
124,"dipo",3,0,0,0,"orig_exclosure"
125,"dipo",3,0,0,0,"orig_exclosure"
126,"dipo",3,0,0,0,"orig_exclosure"
127,"dipo",3,0,0,0,"orig_exclosure"
128,"dipo",3,0,0,0,"orig_exclosure"
129,"dipo",3,0,0,0,"orig_exclosure"
130,"dipo",3,0,0,0,"orig_exclosure"
131,"dipo",3,0,0,0,"orig_exclosure"
132,"dipo",3,0,0,0,"orig_exclosure"
133,"dipo",3,0,0,0,"orig_exclosure"
134,"dipo",3,0,0,0,"orig_exclosure"
135,"dipo",3,0,0,0,"orig_exclosure"
136,"dipo",3,0,0,0,"orig_exclosure"
137,"dipo",3,0,0,0,"orig_exclosure"
138,"dipo",3,0,0,0,"orig_exclosure"
139,"dipo",3,0,0,0,"orig_exclosure"
140,"dipo",3,0,0,0,"orig_exclosure"
141,"dipo",3,0,0,0,"orig_exclosure"
142,"dipo",3,0,0,0,"orig_exclosure"
143,"dipo",3,0,0,0,"orig_exclosure"
144,"dipo",3,0,0,0,"orig_exclosure"
145,"dipo",3,0,0,0,"orig_exclosure"
146,"dipo",3,0,0,0,"orig_exclosure"
147,"dipo",3,0,0,0,"orig_exclosure"
148,"dipo",3,0,0,0,"orig_exclosure"
149,"dipo",3,0,0,0,"orig_exclosure"
150,"dipo",3,0,0,0,"orig_exclosure"
151,"dipo",3,0,0,0,"orig_exclosure"
152,"dipo",3,0,0,0,"orig_exclosure"
153,"dipo",3,1,38,87.0863249865208,"orig_exclosure"
154,"dipo",3,2,83,185.946563000875,"orig_exclosure"
155,"dipo",3,1,40,90.5018089336904,"orig_exclosure"
1,"other",3,1,162.5347738,259.013252088968,"orig_exclosure"
2,"other",3,0,0,0,"orig_exclosure"
3,"other",3,0,0,0,"orig_exclosure"
4,"other",3,0,0,0,"orig_exclosure"
5,"other",3,1,0,0,"orig_exclosure"
6,"other",3,0,0,0,"orig_exclosure"
7,"other",3,1,162.5347738,259.013252088968,"orig_exclosure"
8,"other",3,0,0,0,"orig_exclosure"
9,"other",3,1,232,338.242561909173,"orig_exclosure"
10,"other",3,1,182,281.945915474252,"orig_exclosure"
11,"other",3,1,182,281.945915474252,"orig_exclosure"
12,"other",3,0,0,0,"orig_exclosure"
13,"other",3,2,305,491.009155651806,"orig_exclosure"
14,"other",3,1,0,0,"orig_exclosure"
15,"other",3,1,141,232.823385949575,"orig_exclosure"
16,"other",3,1,162.5347738,259.013252088968,"orig_exclosure"
17,"other",3,1,0,0,"orig_exclosure"
18,"other",3,0,0,0,"orig_exclosure"
19,"other",3,0,0,0,"orig_exclosure"
20,"other",3,0,0,0,"orig_exclosure"
21,"other",3,1,0,0,"orig_exclosure"
22,"other",3,1,0,0,"orig_exclosure"
23,"other",3,1,0,0,"orig_exclosure"
24,"other",3,0,0,0,"orig_exclosure"
25,"other",3,0,0,0,"orig_exclosure"
26,"other",3,0,0,0,"orig_exclosure"
27,"other",3,0,0,0,"orig_exclosure"
28,"other",3,0,0,0,"orig_exclosure"
29,"other",3,0,0,0,"orig_exclosure"
30,"other",3,0,0,0,"orig_exclosure"
31,"other",3,0,0,0,"orig_exclosure"
32,"other",3,0,0,0,"orig_exclosure"
33,"other",3,0,0,0,"orig_exclosure"
34,"other",3,0,0,0,"orig_exclosure"
35,"other",3,1,150,243.882540674793,"orig_exclosure"
36,"other",3,1,0,0,"orig_exclosure"
37,"other",3,1,154,248.744110642271,"orig_exclosure"
38,"other",3,0,0,0,"orig_exclosure"
39,"other",3,0,0,0,"orig_exclosure"
40,"other",3,0,0,0,"orig_exclosure"
41,"other",3,0,0,0,"orig_exclosure"
42,"other",3,1,0,0,"orig_exclosure"
43,"other",3,1,0,0,"orig_exclosure"
44,"other",3,0,0,0,"orig_exclosure"
45,"other",3,0,0,0,"orig_exclosure"
46,"other",3,1,0,0,"orig_exclosure"
47,"other",3,0,0,0,"orig_exclosure"
48,"other",3,1,0,0,"orig_exclosure"
49,"other",3,1,0,0,"orig_exclosure"
50,"other",3,1,0,0,"orig_exclosure"
51,"other",3,1,195,296.919161146276,"orig_exclosure"
52,"other",3,1,157,252.36958043541,"orig_exclosure"
53,"other",3,1,163,259.569087092598,"orig_exclosure"
54,"other",3,0,0,0,"orig_exclosure"
55,"other",3,2,356,552.769544245332,"orig_exclosure"
56,"other",3,1,103,183.967109573043,"orig_exclosure"
57,"other",3,2,126,235.199709843487,"orig_exclosure"
58,"other",3,1,136,226.603413493298,"orig_exclosure"
59,"other",3,1,173,271.423123345174,"orig_exclosure"
60,"other",3,0,0,0,"orig_exclosure"
61,"other",3,0,0,0,"orig_exclosure"
62,"other",3,0,0,0,"orig_exclosure"
63,"other",3,1,200,302.61103653617,"orig_exclosure"
64,"other",3,0,0,0,"orig_exclosure"
65,"other",3,0,0,0,"orig_exclosure"
66,"other",3,0,0,0,"orig_exclosure"
67,"other",3,0,0,0,"orig_exclosure"
68,"other",3,1,110,193.266588328572,"orig_exclosure"
69,"other",3,1,150,243.882540674793,"orig_exclosure"
70,"other",3,0,0,0,"orig_exclosure"
71,"other",3,0,0,0,"orig_exclosure"
72,"other",3,0,0,0,"orig_exclosure"
73,"other",3,1,226,331.660381345043,"orig_exclosure"
74,"other",3,0,0,0,"orig_exclosure"
75,"other",3,0,0,0,"orig_exclosure"
76,"other",3,2,405,608.799214781279,"orig_exclosure"
77,"other",3,0,0,0,"orig_exclosure"
78,"other",3,1,250,357.739810744795,"orig_exclosure"
79,"other",3,0,0,0,"orig_exclosure"
80,"other",3,0,0,0,"orig_exclosure"
81,"other",3,1,206,309.394565929118,"orig_exclosure"
82,"other",3,1,211,315.009831120603,"orig_exclosure"
83,"other",3,2,250,396.507726473391,"orig_exclosure"
84,"other",3,1,28,69.259729318276,"orig_exclosure"
85,"other",3,0,0,0,"orig_exclosure"
86,"other",3,0,0,0,"orig_exclosure"
87,"other",3,1,141,232.823385949575,"orig_exclosure"
88,"other",3,1,153,247.531708556524,"orig_exclosure"
89,"other",3,0,0,0,"orig_exclosure"
90,"other",3,0,0,0,"orig_exclosure"
91,"other",3,0,0,0,"orig_exclosure"
92,"other",3,1,157,252.36958043541,"orig_exclosure"
93,"other",3,1,162.5347738,259.013252088968,"orig_exclosure"
94,"other",3,0,0,0,"orig_exclosure"
95,"other",3,1,146,238.988447613837,"orig_exclosure"
96,"other",3,2,375,574.441669273596,"orig_exclosure"
97,"other",3,1,173,271.423123345174,"orig_exclosure"
98,"other",3,2,278,457.571506679891,"orig_exclosure"
99,"other",3,1,138,229.098149462921,"orig_exclosure"
100,"other",3,2,297,482.754629312687,"orig_exclosure"
101,"other",3,0,0,0,"orig_exclosure"
102,"other",3,0,0,0,"orig_exclosure"
103,"other",3,1,172,270.245581240266,"orig_exclosure"
104,"other",3,0,0,0,"orig_exclosure"
105,"other",3,0,0,0,"orig_exclosure"
106,"other",3,1,177,276.116408733003,"orig_exclosure"
107,"other",3,0,0,0,"orig_exclosure"
108,"other",3,1,176,274.945595738535,"orig_exclosure"
109,"other",3,1,199,301.47553442278,"orig_exclosure"
110,"other",3,1,69,136.222574687631,"orig_exclosure"
111,"other",3,2,275.75221239,451.01516486937,"orig_exclosure"
112,"other",3,0,0,0,"orig_exclosure"
113,"other",3,1,79,150.776127522502,"orig_exclosure"
114,"other",3,1,78,149.342431655497,"orig_exclosure"
115,"other",3,2,319,510.0369512535,"orig_exclosure"
116,"other",3,1,180,279.618978758663,"orig_exclosure"
117,"other",3,2,347,543.757455410754,"orig_exclosure"
118,"other",3,1,209,312.767760877745,"orig_exclosure"
119,"other",3,1,57,118.037066617257,"orig_exclosure"
120,"other",3,2,296,469.360969867928,"orig_exclosure"
121,"other",3,1,103,183.967109573043,"orig_exclosure"
122,"other",3,1,108,190.625099338474,"orig_exclosure"
123,"other",3,1,15,43.3691300549964,"orig_exclosure"
124,"other",3,0,0,0,"orig_exclosure"
125,"other",3,0,0,0,"orig_exclosure"
126,"other",3,0,0,0,"orig_exclosure"
127,"other",3,0,0,0,"orig_exclosure"
128,"other",3,2,83,178.770353064399,"orig_exclosure"
129,"other",3,2,281,457.346007226009,"orig_exclosure"
130,"other",3,2,288,466.601044410809,"orig_exclosure"
131,"other",3,2,277,451.405532351279,"orig_exclosure"
132,"other",3,4,475,809.872400171209,"orig_exclosure"
133,"other",3,3,383,640.030832401841,"orig_exclosure"
134,"other",3,4,411,705.58581816461,"orig_exclosure"
135,"other",3,3,238,450.499600182222,"orig_exclosure"
136,"other",3,2,131,252.155022642279,"orig_exclosure"
137,"other",3,1,31,74.7538451814357,"orig_exclosure"
138,"other",3,3,320,531.672856544631,"orig_exclosure"
139,"other",3,2,63,147.657602618615,"orig_exclosure"
140,"other",3,0,0,0,"orig_exclosure"
141,"other",3,2,169,284.243085980785,"orig_exclosure"
142,"other",3,1,61,124.196581661733,"orig_exclosure"
143,"other",3,0,0,0,"orig_exclosure"
144,"other",3,2,147,285.455646477033,"orig_exclosure"
145,"other",3,2,159,302.954449093827,"orig_exclosure"
146,"other",3,2,92,183.772591927646,"orig_exclosure"
147,"other",3,2,108,209.22501190383,"orig_exclosure"
148,"other",3,1,8,27.0663539374619,"orig_exclosure"
149,"other",3,0,0,0,"orig_exclosure"
150,"other",3,1,9,29.5661072852007,"orig_exclosure"
151,"other",3,0,0,0,"orig_exclosure"
152,"other",3,1,8,27.0663539374619,"orig_exclosure"
153,"other",3,0,0,0,"orig_exclosure"
154,"other",3,1,8,27.0663539374619,"orig_exclosure"
155,"other",3,1,9,29.5661072852007,"orig_exclosure"
1,"small_granivore",3,0,0,0,"orig_exclosure"
2,"small_granivore",3,0,0,0,"orig_exclosure"
3,"small_granivore",3,1,15,43.3691300549964,"orig_exclosure"
4,"small_granivore",3,0,0,0,"orig_exclosure"
5,"small_granivore",3,0,0,0,"orig_exclosure"
6,"small_granivore",3,1,7,24.4870121320489,"orig_exclosure"
7,"small_granivore",3,1,7,24.4870121320489,"orig_exclosure"
8,"small_granivore",3,0,0,0,"orig_exclosure"
9,"small_granivore",3,1,8,27.0663539374619,"orig_exclosure"
10,"small_granivore",3,0,0,0,"orig_exclosure"
11,"small_granivore",3,0,0,0,"orig_exclosure"
12,"small_granivore",3,0,0,0,"orig_exclosure"
13,"small_granivore",3,0,0,0,"orig_exclosure"
14,"small_granivore",3,0,0,0,"orig_exclosure"
