"period","censusdate","era","plot","plot_type","total_e","dipo_e","smgran_e","pb_e","pp_e"
39,1980-10-11,"a_pre_ba",17,"CC",564.573215180218,564.573215180218,0,0,0
39,1980-10-11,"a_pre_ba",19,"EE",0,0,0,0,0
39,1980-10-11,"a_pre_ba",22,"CE",455.032988827407,427.966634889945,27.0663539374619,0,0
40,1980-11-08,"a_pre_ba",2,"CE",314.200839282445,314.200839282445,0,0,0
40,1980-11-08,"a_pre_ba",3,"EE",46.3005297110166,0,46.3005297110166,0,0
40,1980-11-08,"a_pre_ba",4,"CC",554.239611150301,529.752599018252,24.4870121320489,0,0
40,1980-11-08,"a_pre_ba",8,"CE",885.181104837647,860.694092705598,24.4870121320489,0,0
40,1980-11-08,"a_pre_ba",11,"CC",309.13569838071,309.13569838071,0,0,0
40,1980-11-08,"a_pre_ba",14,"CC",210.727618956272,210.727618956272,0,0,0
40,1980-11-08,"a_pre_ba",15,"EE",0,0,0,0,0
40,1980-11-08,"a_pre_ba",17,"CC",642.88906614147,642.88906614147,0,0,0
40,1980-11-08,"a_pre_ba",19,"EE",24.4870121320489,0,24.4870121320489,0,0
40,1980-11-08,"a_pre_ba",22,"CE",232.074557760393,207.587545628344,24.4870121320489,0,0
41,1980-12-15,"a_pre_ba",2,"CE",824.216890592296,824.216890592296,0,0,0
41,1980-12-15,"a_pre_ba",3,"EE",24.4870121320489,0,24.4870121320489,0,0
41,1980-12-15,"a_pre_ba",4,"CC",855.714093626148,831.227081494099,24.4870121320489,0,0
41,1980-12-15,"a_pre_ba",8,"CE",781.922852507206,757.435840375158,24.4870121320489,0,0
41,1980-12-15,"a_pre_ba",11,"CC",121.129876694425,121.129876694425,0,0,0
41,1980-12-15,"a_pre_ba",14,"CC",184.014862424353,184.014862424353,0,0,0
41,1980-12-15,"a_pre_ba",15,"EE",0,0,0,0,0
41,1980-12-15,"a_pre_ba",17,"CC",1015.96672269198,964.18488404528,51.7818386467049,0,0
41,1980-12-15,"a_pre_ba",19,"EE",27.0663539374619,0,27.0663539374619,0,0
41,1980-12-15,"a_pre_ba",22,"CE",243.550390300829,219.06337816878,24.4870121320489,0,0
43,1981-01-31,"a_pre_ba",2,"CE",1259.08791293388,1259.08791293388,0,0,0
43,1981-01-31,"a_pre_ba",3,"EE",0,0,0,0,0
43,1981-01-31,"a_pre_ba",4,"CC",105.380274719703,105.380274719703,0,0,0
43,1981-01-31,"a_pre_ba",8,"CE",693.010605974905,693.010605974905,0,0,0
43,1981-01-31,"a_pre_ba",11,"CC",552.159809470131,508.790679415134,43.3691300549964,0,43.3691300549964
43,1981-01-31,"a_pre_ba",14,"CC",304.378715484227,304.378715484227,0,0,0
43,1981-01-31,"a_pre_ba",15,"EE",27.0663539374619,0,27.0663539374619,0,0
43,1981-01-31,"a_pre_ba",17,"CC",781.705417368947,781.705417368947,0,0,0
43,1981-01-31,"a_pre_ba",19,"EE",95.8180320428572,0,95.8180320428572,0,0
43,1981-01-31,"a_pre_ba",22,"CE",499.602451892703,448.049085823192,51.5533660695108,0,0
44,1981-03-08,"a_pre_ba",2,"CE",984.599198098586,984.599198098586,0,0,0
44,1981-03-08,"a_pre_ba",3,"EE",96.0245969692807,0,96.0245969692807,0,0
44,1981-03-08,"a_pre_ba",4,"CC",454.088046839133,424.521939553933,29.5661072852007,0,0
44,1981-03-08,"a_pre_ba",8,"CE",668.537112957375,646.723595378407,21.8135175789677,0,0
44,1981-03-08,"a_pre_ba",11,"CC",532.925213663347,532.925213663347,0,0,0
44,1981-03-08,"a_pre_ba",14,"CC",456.407857144878,456.407857144878,0,0,0
44,1981-03-08,"a_pre_ba",15,"EE",21.8135175789677,0,21.8135175789677,0,0
44,1981-03-08,"a_pre_ba",17,"CC",793.190196569207,793.190196569207,0,0,0
44,1981-03-08,"a_pre_ba",19,"EE",61.5633286885316,0,61.5633286885316,0,0
44,1981-03-08,"a_pre_ba",22,"CE",213.988372268528,213.988372268528,0,0,0
45,1981-05-03,"a_pre_ba",2,"CE",571.135383943459,571.135383943459,0,0,0
45,1981-05-03,"a_pre_ba",3,"EE",24.4870121320489,0,24.4870121320489,0,0
45,1981-05-03,"a_pre_ba",4,"CC",700.887283870535,673.820929933073,27.0663539374619,0,0
45,1981-05-03,"a_pre_ba",8,"CE",629.995377130439,629.995377130439,0,0,0
45,1981-05-03,"a_pre_ba",11,"CC",389.760124640207,389.760124640207,0,0,0
45,1981-05-03,"a_pre_ba",14,"CC",579.525632347426,579.525632347426,0,0,0
45,1981-05-03,"a_pre_ba",15,"EE",24.4870121320489,0,24.4870121320489,0,0
45,1981-05-03,"a_pre_ba",17,"CC",813.132354128355,813.132354128355,0,0,0
45,1981-05-03,"a_pre_ba",19,"EE",93.1822412450698,0,93.1822412450698,0,0
45,1981-05-03,"a_pre_ba",22,"CE",953.43649934605,953.43649934605,0,0,0
46,1981-06-04,"a_pre_ba",2,"CE",565.220566778506,565.220566778506,0,0,0
46,1981-06-04,"a_pre_ba",3,"EE",0,0,0,0,0
46,1981-06-04,"a_pre_ba",4,"CC",1531.45887267298,1487.83183751505,43.6270351579355,0,0
46,1981-06-04,"a_pre_ba",8,"CE",517.71741128647,517.71741128647,0,0,0
46,1981-06-04,"a_pre_ba",11,"CC",555.650368887724,505.92630162946,49.7240672582641,0,49.7240672582641
46,1981-06-04,"a_pre_ba",14,"CC",414.87272346411,414.87272346411,0,0,0
46,1981-06-04,"a_pre_ba",15,"EE",132.11240723661,0,132.11240723661,0,0
46,1981-06-04,"a_pre_ba",17,"CC",794.24491132849,794.24491132849,0,0,0
46,1981-06-04,"a_pre_ba",19,"EE",36.6858174724557,0,36.6858174724557,0,0
46,1981-06-04,"a_pre_ba",22,"CE",656.000595364044,631.513583231995,24.4870121320489,0,0
